SITE_ID,LATDD,LONDD,SITE_ELEV,DATE_SMP,year,month,day,PROGRAM_ID,PARAMETER,VALUE,METHOD,METHOD_DESCRIPTION,SAMPLE_TYPE,SAMPLE_LOCATION,WATERBODY_TYPE
020138,44.31384,-74.37335,480.08,2020-09-21 00:00:00,2020,9,21,LTM_ALTM,PH_EQ,5.0,EPA AERP 05,"278 ppm CO2. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
1A1-105,43.7891,-74.81204,556.83,2020-09-10 00:00:00,2020,9,10,LTM_ALTM,DOC,8.0,"EPA 415.1, 5310 C","UV/Persulfate Oxidation. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
050707,44.13056,-73.96983,875.23,2020-09-16 00:00:00,2020,9,16,LTM_ALTM,DOC,8.0,"EPA 415.1, 5310 C","UV/Persulfate Oxidation. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
ME-4778,45.0308,-68.1931,112.91,2020-10-23 00:00:00,2020,10,23,LTM_ME,SIO2,0.0,EPA 370.1,"Molybdate colorimetric. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.",Regular,EPI,Lake
VT44,37.7576,-79.1299,492.55,2020-10-28 00:00:00,2020,10,28,VTSSS,MG,22.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
030172,44.66022,-74.49632,381.7,2020-09-17 00:00:00,2020,9,17,LTM_ALTM,ANC,26.0,EPA AERP 05,"Gran Plot ANC. Manual Titration. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
1A1-087,43.80497,-74.83077,591.8,2020-07-20 00:00:00,2020,7,20,LTM_ALTM,SO4,38.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Annual,EPI,Lake
041007,43.52218,-74.94789,557.13,2020-09-22 00:00:00,2020,9,22,LTM_ALTM,CHL_A,3.0,"EPA 445.0, 10200H","Flourometery. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
04253635,43.8217,-74.88246,569.77,2020-06-03 00:00:00,2020,6,3,LTM_ALTM,NH4,1.0,"EPA 350.1, 4500-NH3 G","Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th - 21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Stream
04253635,43.8217,-74.88246,569.77,2020-06-03 00:00:00,2020,6,3,LTM_ALTM,PH_LAB,5.0,EPA AERP 05,"Open, stirred. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Stream
1A1-071,44.4391,-74.2939,494.97,2019-09-19 00:00:00,2019,9,19,LTM_ALTM,DOC,4.0,"EPA 415.1, 5310 C","UV/Persulfate Oxidation. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
1A2-066,43.30203,-74.58581,598.53,2020-09-02 00:00:00,2020,9,2,LTM_ALTM,MG,23.0,"EPA 242.1, 3111 B","AAS Direct Aspiration. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
040826,43.71301,-74.81246,575.29,2020-09-03 00:00:00,2020,9,3,LTM_ALTM,PH_EQ,7.0,EPA AERP 05,"278 ppm CO2. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
VT77,37.5995,-79.4135,254.81,2020-10-28 00:00:00,2020,10,28,VTSSS,NH4,0.0,Lachat 10-107-06-3-D,Lachat 10-107-06-3-D,Regular,Stream,Stream
MAD2,38.2515,-78.7471,448.43,2020-10-27 00:00:00,2020,10,27,VTSSS,ANC,156.0,EPA 310.1 (modified),Modified Gran plot analysis. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT66,38.5155,-78.3668,343.43,2020-10-26 00:00:00,2020,10,26,VTSSS,CA,118.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT48,36.9583,-80.6597,659.65,2020-10-28 00:00:00,2020,10,28,VTSSS,K,42.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
040852,43.62286,-74.76075,652.35,2020-09-28 00:00:00,2020,9,28,LTM_ALTM,PH_EQ,6.0,EPA AERP 05,"278 ppm CO2. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
VT45,37.6332,-79.34,405.51,2020-10-28 00:00:00,2020,10,28,VTSSS,NH4,0.0,Lachat 10-107-06-3-D,Lachat 10-107-06-3-D,Regular,Stream,Stream
VT46,37.726,-79.2,510.94,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_LAB,7.0,EPA 150.6,USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT43,37.7878,-79.1541,753.35,2020-10-28 00:00:00,2020,10,28,VTSSS,CL,17.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1E1-131,44.6475,-68.0592,69.91,2020-10-22 00:00:00,2020,10,22,LTM_ME,N,132.0,Merriam et al. 1996,"High temperature combustion; Chemi-luminescence detection. Merriam, J., McDowell, W. H. & Currie, W. S. 1996. A high-temperature catalytic oxidation technique for determining total dissolved nitrogen. Soil Science Society of America Journal, 60, 1050-1055.",Annual,EPI,Lake
1A2-078,43.18805,-74.5,504.9,2020-09-02 00:00:00,2020,9,2,LTM_ALTM,K,6.0,"EPA 258.1, 3111 B","AAS Direct Aspiration. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
DR01,38.2796,-78.7639,411.58,2020-10-27 00:00:00,2020,10,27,VTSSS,WTEMP,13.0,Unknown,Unknown,Regular,Stream,Stream
050706,44.11938,-73.98261,844.34,2020-09-16 00:00:00,2020,9,16,LTM_ALTM,ANC,11.0,EPA AERP 05,"Gran Plot ANC. Manual Titration. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
1C1-095,42.8222,-73.0653,720.78,2020-10-26 00:00:00,2020,10,26,LTM_VT,ANC,36.0,"Pfeiffer and Festa, 1980 ","Pfeiffer, M. and P.J. Festa. 1980. Acidity status of lakes in the Adirondack Region of New York in relation to fish resource. NY DEC.",Regular,EPI,Lake
1C1-095,42.8222,-73.0653,720.78,2020-10-26 00:00:00,2020,10,26,LTM_VT,CA,122.0,"USEPA, 2007 Method 6010C","USEPA. 2007. Test Methods for Evaluating Solid Wastes, (SW846).",Regular,EPI,Lake
SK01,38.3415,-79.6138,936.84,2020-11-02 00:00:00,2020,11,2,VTSSS,WTEMP,8.0,Unknown,Unknown,Regular,Stream,Stream
01434021,42.0111,-74.4147,824.17,2020-09-30 00:00:00,2020,9,30,LTM_CAT,PH_LAB,5.0,APHA 1985,"Beckman Model 071 meter; Ross combination expoxy body electrode. APHA. 1981, 1985. Standard Methods for the Examination of Water and Wastewater, 15th and 16th eds (respectively). American Public Health Association, American Water Works Association, Water Pollution Control Federation, Washington, D.C.",Regular,Stream,Stream
VT41,37.9247,-79.1358,536.08,2020-10-26 00:00:00,2020,10,26,VTSSS,MG,25.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1A1-107,44.30576,-74.35721,481.99,2020-09-21 00:00:00,2020,9,21,LTM_ALTM,CL,11.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
1C1-078,45.1272,-69.9781,383.12,2020-10-19 00:00:00,2020,10,19,LTM_ME,SO4,35.0,EPA 300.0,"Ion chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993.",Regular,EPI,Lake
1A1-087,43.80497,-74.83077,591.8,2020-07-20 00:00:00,2020,7,20,LTM_ALTM,CL,6.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Annual,EPI,Lake
VT61,38.693,-78.2741,333.86,2020-10-28 00:00:00,2020,10,28,VTSSS,MG,169.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT19,38.5367,-79.6335,955.79,2020-10-25 00:00:00,2020,10,25,VTSSS,NH4,0.0,Lachat 10-107-06-3-D,Lachat 10-107-06-3-D,Regular,Stream,Stream
1C1-097,42.9194,-72.6833,418.96,2020-10-19 00:00:00,2020,10,19,LTM_VT,ANC,44.0,"Pfeiffer and Festa, 1980 ","Pfeiffer, M. and P.J. Festa. 1980. Acidity status of lakes in the Adirondack Region of New York in relation to fish resource. NY DEC.",Regular,EPI,Lake
VT65,37.8508,-79.0807,500.82,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_LAB,7.0,EPA 150.6,USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1E1-131,44.6475,-68.0592,69.91,2020-10-22 00:00:00,2020,10,22,LTM_ME,MG,18.0,AN141,Ion chromatography. Dionex Application Note 141. Determination of Inorganic Cations and Ammonium in Environmental Waters by Ion Chromatography Using the IonPac CS16 Column.,Annual,EPI,Lake
VT08,37.0532,-81.4344,930.52,2020-11-04 00:00:00,2020,11,4,VTSSS,WTEMP,8.0,Unknown,Unknown,Regular,Stream,Stream
1A1-102,44.1805,-73.96726,659.88,2020-09-16 00:00:00,2020,9,16,LTM_ALTM,COND,12.0,"EPA 120.1, 2510 B","YSI @ 25C. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
01434025,41.9953,-74.5014,635.05,2020-09-29 00:00:00,2020,9,29,LTM_CAT,SO4,46.0,Small et al 1975,"Dionex 2000 with autosampler. Small, H., T.S. Stevens, and W.C. Bauman. 1975. Novel ion exchange chromotagraphic method using conductimetric detection. Analyt. Chem. 47:1801-1809.",Regular,Stream,Stream
04253712,43.78369,-74.83659,542.34,2020-09-10 00:00:00,2020,9,10,LTM_ALTM,NH4,1.0,"EPA 350.1, 4500-NH3 G","Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th - 21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Stream
04253712,43.78369,-74.83659,542.34,2020-09-10 00:00:00,2020,9,10,LTM_ALTM,NO3,8.0,"EPA 300.0, 4110 B","Ion Chromatography. Methods for the Determination of Inorganic Substances in Environmental Samples, EPA 600/R-93-100, 1993. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Stream
VT01,36.643,-81.5707,1218.77,2020-10-26 00:00:00,2020,10,26,VTSSS,MG,34.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
04253660,43.80395,-74.84911,538.82,2020-07-20 00:00:00,2020,7,20,LTM_ALTM,CA,127.0,"EPA 215.1, 3111 B","AAS Direct Aspiration. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American",Annual,EPI,Stream
1A1-087,43.80497,-74.83077,591.8,2020-07-20 00:00:00,2020,7,20,LTM_ALTM,ANC,70.0,EPA AERP 05,"Gran Plot ANC. Manual Titration. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Annual,EPI,Lake
VT52,38.5249,-78.6645,509.72,2020-10-27 00:00:00,2020,10,27,VTSSS,SO4,68.0,EPA 300.6,Dionex Ion Chromotography. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT52,38.5249,-78.6645,509.72,2020-10-27 00:00:00,2020,10,27,VTSSS,WTEMP,13.0,Unknown,Unknown,Regular,Stream,Stream
020197,44.35282,-74.29424,494.95,2020-07-16 00:00:00,2020,7,16,LTM_ALTM,MG,5.0,"EPA 242.1, 3111 B","AAS Direct Aspiration. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Annual,EPI,Lake
1E1-132,44.6375,-68.0781,69.91,2020-10-22 00:00:00,2020,10,22,LTM_ME,ANC,25.0,"Hillman et al 1986, EPA 150.1","Electrode, gran titration. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.",Annual,EPI,Lake
1A1-112,43.81189,-74.88296,581.38,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,CA,36.0,"EPA 215.1, 3111 B","AAS Direct Aspiration. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American",Regular,EPI,Lake
VT81,36.5714,-80.8482,799.31,2020-10-26 00:00:00,2020,10,26,VTSSS,NH4,0.0,Lachat 10-107-06-3-D,Lachat 10-107-06-3-D,Regular,Stream,Stream
STAN,38.4446,-78.3708,307.12,2020-10-26 00:00:00,2020,10,26,VTSSS,DOC,1.0,EPA 415.2,"UV-persulfate oxidation, detection by IR spectrophotometry. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
VT11,38.0196,-79.761,621.39,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_LAB,6.0,EPA 150.6,USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1A1-103,43.81687,-74.85611,557.24,2020-09-01 00:00:00,2020,9,1,LTM_ALTM,PH_EQ,7.0,EPA AERP 05,"278 ppm CO2. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
1A1-105,43.7891,-74.81204,556.83,2020-09-10 00:00:00,2020,9,10,LTM_ALTM,NH4,0.0,"EPA 350.1, 4500-NH3 G","Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th - 21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005.",Regular,EPI,Lake
070859,43.41862,-74.63616,619.42,2020-09-02 00:00:00,2020,9,2,LTM_ALTM,CA,48.0,"EPA 215.1, 3111 B","AAS Direct Aspiration. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American",Regular,EPI,Lake
1C1-100,43.3139,-72.9305,789.01,2020-10-20 00:00:00,2020,10,20,LTM_VT,PH,5.0,APHA 4500-HB,"APHA .2005. Standard Methods for the examination of water and wastewater, 21st Ed. American Public Health Association, American Waterworks Association, Water Environment Federation, Washington, D.C.",Regular,EPI,Lake
1E2-060,46.0011,-68.5406,236.42,2020-10-20 00:00:00,2020,10,20,LTM_ME,MG,57.0,AN141,Ion chromatography. Dionex Application Note 141. Determination of Inorganic Cations and Ammonium in Environmental Waters by Ion Chromatography Using the IonPac CS16 Column.,Regular,EPI,Lake
VT10,38.1653,-79.6709,741.57,2020-10-26 00:00:00,2020,10,26,VTSSS,ANC,40.0,EPA 310.1 (modified),Modified Gran plot analysis. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1A1-052,43.9823,-74.23556,515.77,2020-09-15 00:00:00,2020,9,15,LTM_ALTM,SIO2,2.0,"EPA 366.0, 4500-SiO2 E","Automated Molybdosilicate. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
04253635,43.8217,-74.88246,569.77,2020-06-03 00:00:00,2020,6,3,LTM_ALTM,CA,26.0,"EPA 215.1, 3111 B","AAS Direct Aspiration. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American",Regular,EPI,Stream
040707,43.69815,-75.1016,496.46,2020-09-14 00:00:00,2020,9,14,LTM_ALTM,PH_EQ,7.0,EPA AERP 05,"278 ppm CO2. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
060182,44.16154,-74.4413,544.04,2020-07-02 00:00:00,2020,7,2,LTM_ALTM,PH_LAB,6.0,EPA AERP 05,"Open, stirred. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Annual,EPI,Lake
ME-0441,44.7028,-68.5833,128.97,2020-10-21 00:00:00,2020,10,21,LTM_ME,PH_LAB,6.0,"Hillman et al 1986, EPA 150.1","Electrode. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.",Regular,EPI,Lake
VT75,38.5411,-78.3501,357.28,2020-10-26 00:00:00,2020,10,26,VTSSS,SIO2,8.0,"APHA 425C, APHA 1985","APHA 425C, APHA 1985",Regular,Stream,Stream
VT18,38.5349,-79.6347,957.66,2020-10-25 00:00:00,2020,10,25,VTSSS,K,27.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT51,38.7158,-78.3816,287.07,2020-10-28 00:00:00,2020,10,28,VTSSS,K,20.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT33,37.9343,-79.4956,499.26,2020-11-06 00:00:00,2020,11,6,VTSSS,SIO2,6.0,"APHA 425C, APHA 1985","APHA 425C, APHA 1985",Regular,Stream,Stream
VT50,38.9049,-78.7308,525.9,2020-10-26 00:00:00,2020,10,26,VTSSS,PH_LAB,5.0,EPA 150.6,USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
VT67,36.5705,-80.8553,787.02,2011-10-25 00:00:00,2011,10,25,VTSSS,ANC,42.0,EPA 310.1 (modified),Modified Gran plot analysis. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1A3-065,43.50877,-74.88168,617.46,2020-09-22 00:00:00,2020,9,22,LTM_ALTM,ANC,55.0,EPA AERP 05,"Gran Plot ANC. Manual Titration. Handbook of Methods for Acidic Deposition Studies: Laboratory Analysis for Surface Water Chemistry, EPA 600/4-87-026. ",Regular,EPI,Lake
1C1-095,42.8222,-73.0653,720.78,2020-10-26 00:00:00,2020,10,26,LTM_VT,MG,22.0,"USEPA, 2007 Method 6010C","USEPA. 2007. Test Methods for Evaluating Solid Wastes, (SW846).",Regular,EPI,Lake
1C1-110,42.9167,-72.9167,907.89,2020-10-19 00:00:00,2020,10,19,LTM_VT,NO3,1.0,"USEPA, 1993 Method 300.0",USEPA. 1993. Methods for the determination of inorganic substances in envrionmental samples. A/600/R-93/100,Regular,EPI,Lake
VT66,38.5155,-78.3668,343.43,2020-10-26 00:00:00,2020,10,26,VTSSS,COND,28.0,EPA 120.6,"Eletrolytic, YSI. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
M004,36.9279,-81.8402,774.49,2020-10-26 00:00:00,2020,10,26,VTSSS,COND,19.0,EPA 120.6,"Eletrolytic, YSI. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ",Regular,Stream,Stream
1A1-089,43.80543,-74.8023,597.14,2020-09-30 00:00:00,2020,9,30,LTM_ALTM,P_TL,3.0,"EPA 365.3, 4500-P I","Block Digest Flow Inject. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
VT09,37.0353,-81.4805,668.62,2020-11-04 00:00:00,2020,11,4,VTSSS,K,8.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
1A1-111,43.82557,-74.88614,652.64,2020-09-08 00:00:00,2020,9,8,LTM_ALTM,DOC,9.0,"EPA 415.1, 5310 C","UV/Persulfate Oxidation. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983. Standard Methods for the Examination of Water and Wastewater, 18th-21st Editions, American Public Health Association, American Water Works Association, and Water Pollution Control Federation, 1992-2005. ",Regular,EPI,Lake
VT54,38.6814,-79.0664,768.56,2020-10-29 00:00:00,2020,10,29,VTSSS,SIO2,6.0,"APHA 425C, APHA 1985","APHA 425C, APHA 1985",Regular,Stream,Stream
VT16,37.8202,-79.6716,426.73,2020-10-26 00:00:00,2020,10,26,VTSSS,MG,30.0,EPA 1987,Atomic Absorption Spectroscopy. USEPA. 1987. Handbook of methods for acid deposition studies. Laboratory analyses for surface water chemistry . EPA-600/4-87-026. ,Regular,Stream,Stream
